date,open,high,low,close,volume,dividends,stock splits
2025-08-15 00:00:00-03:00,136354.0,136431.0,135583.0,136341.0,9291000,0.0,0.0
2025-08-18 00:00:00-03:00,136341.0,137902.0,136341.0,137322.0,8089900,0.0,0.0
2025-08-19 00:00:00-03:00,137321.0,137321.0,133997.0,134432.0,8684100,0.0,0.0
2025-08-20 00:00:00-03:00,134431.0,134964.0,134122.0,134667.0,6845000,0.0,0.0
2025-08-21 00:00:00-03:00,134664.0,134837.0,133874.0,134511.0,6516300,0.0,0.0
2025-08-22 00:00:00-03:00,134512.0,138072.0,134512.0,137968.0,9315600,0.0,0.0
2025-08-25 00:00:00-03:00,137971.0,138890.0,137971.0,138025.0,5991700,0.0,0.0
2025-08-26 00:00:00-03:00,138026.0,138037.0,137059.0,137771.0,8453400,0.0,0.0
2025-08-27 00:00:00-03:00,137773.0,139281.0,137456.0,139206.0,6609100,0.0,0.0
2025-08-28 00:00:00-03:00,139206.0,142138.0,139206.0,141049.0,9294800,0.0,0.0
2025-08-29 00:00:00-03:00,141049.0,142379.0,141000.0,141422.0,9333200,0.0,0.0
2025-09-01 00:00:00-03:00,141423.0,141950.0,140878.0,141125.0,3388000,0.0,0.0
2025-09-02 00:00:00-03:00,141279.0,141279.0,139625.0,140335.0,8785200,0.0,0.0
2025-09-03 00:00:00-03:00,140332.0,140496.0,139582.0,139864.0,7579800,0.0,0.0
2025-09-04 00:00:00-03:00,139832.0,141482.0,139832.0,140993.0,8032400,0.0,0.0
2025-09-05 00:00:00-03:00,141004.0,143409.0,141004.0,142640.0,8379400,0.0,0.0
2025-09-08 00:00:00-03:00,142640.0,143089.0,141329.0,141792.0,7440900,0.0,0.0
2025-09-09 00:00:00-03:00,141794.0,142286.0,141606.0,141618.0,7481900,0.0,0.0
2025-09-10 00:00:00-03:00,141612.0,143182.0,141612.0,142349.0,7138700,0.0,0.0
2025-09-11 00:00:00-03:00,142349.0,144013.0,142349.0,143151.0,7570400,0.0,0.0
2025-09-12 00:00:00-03:00,143151.0,143202.0,142241.0,142272.0,6388600,0.0,0.0
2025-09-15 00:00:00-03:00,142292.203125,144193.578125,142292.203125,143546.578125,0,0.0,0.0
